9946182	vec	No el ga mantegnesto ła so promesa co mi.
9946183	vec	Ghemo cometesto un grando eror.
9946184	vec	Gavemo cometesto un grando eror.
9946185	vec	Te gheto portà bastansa scorte?
9946187	vec	ła gavio canbiada?
9946188	vec	Lo gavio canbià?
9946190	vec	La gało canbiada?
9946191	vec	Lo gało canbià?
9946193	vec	Go lezesto da poco na statìstega.
9946194	vec	Tom el ga fazesto a Mary na ociada de jaso.
9946196	vec	El ga viajà fin Boston par védarla.
9946197	vec	Kel el ga spartio ła càmara col so fradeło pì grando.
9946198	vec	Cosa ła tègnała in pie de note?
9946199	vec	Cosa te tien in pie de note?
9946200	vec	Valtri no gavì da saver asołutamente el parché ło go fazesto.
9946201	vec	Lu el ze ndà in botega par cronpar racuante naranse.
9946202	vec	Semo finie ridédoghe-su.
9946203	vec	Semo finie ridéndoghe-sora
9946204	vec	I ne ga catà.
9946205	vec	Sio stae inpegnae in sti ùltemi tenpi?
9946206	vec	Sio stai inpegnai in sti ùltemi tenpi?
9946207	vec	Sito stada inpegnada in sti ùltemi tenpi?
9946208	vec	So' vegnesta co Tom.
9946209	vec	Son vegnesta co Tom.
9946210	vec	Mi son vegnesto co Tom.
9946211	vec	Mi so' vegnesto co Tom.
9946212	vec	A mi so' vegnesto co Tom.
9946214	vec	Come gavio inparà el fransezo valtri?
9946215	vec	Come ze che gavì inparà el fransezo vualtri?
9946216	vec	Eła come gała inparà el fransezo?
9946218	vec	Come gało inparà el fransezo?
9946219	vec	Ti come gheto inparà el fransezo?
9946220	vec	Come gheto inparà el fransezo?
9946221	vec	Eło el ga ametesto i so erori.
9946222	vec	łù el ga ametesto i so erori.
9946223	vec	Gavio mai vedesto un sbaro stradałe?
9946224	vec	Gavio mai vedesto un insidente stradałe?
9946225	vec	Ti gheto mai vedesto un insidente stradałe?
9946226	vec	ła se ga marzenałizà eła soła.
9946228	vec	Go catà i me amighi al cafè.
9946229	vec	El siòparo el ga fazesto problemi a l'economia nasionałe.
9946230	vec	I ga dizesto che no i zera sorapezo.
9946232	vec	Tom el se ło mèrita de saver cosa che ze acadesto.
9946234	vec	lo gało ciamà ieri?
9946235	vec	ło gavio ciamà ieri?
9946236	vec	Dio el ghe ze, ma el se ga desmentegà ła ciave de entrada.
9946238	vec	Valtri gavio cronpà calcosa par mi?
9946239	vec	Valtri me gavio cronpà calcosa?
9946241	vec	Eła me gała cronpà calcosa?
9946242	vec	Eła gała cronpà calcosa par mi?
9946243	vec	Ghemo pena catà-fora na magnera par vìnsar.
9946244	vec	La ze pena vegnesta fora dal coma.
9946245	vec	Gało finio?
9946246	vec	Lo go sarà par eror.
9946247	vec	No go mai capio el parché i ne ło fazeva cronpar.
9946248	vec	Eło el ze za ndà fora.
9946249	vec	Deso go capio tuto.
9946250	vec	Ti gheto scrivesto el raporto?
9946251	vec	Te ghè scrivesto el raporto.
9946252	vec	Valtri gavì scrivesto el raporto.
12340171	vec	Viento dabón?
12340174	vec	El Tom el xe sólche tri méxi pì vecio che ła Maria.
12340177	vec	El Tom el xe drìo scrìvar na łétara.
12340178	vec	No te połe mìa entrar.
12340181	vec	El xe come el corteło.
12340184	vec	Son tanto fełiçe par eła.
12340189	vec	Me sento n'altra parsóna.
12340192	vec	Creo mi che'l vinsarà.
12340193	vec	Chi gà cuxinà sto połastro? El xe cruo.
12340195	vec	Sìto drìo sentir cuel che son drìo dir?
12340211	vec	El Tomàs el ve varda.
12340218	vec	El Tom el gà baxà ła mé cuxina.
12340222	vec	Sóra che cosa parleremoi?
12340233	vec	El vurìa èsar cantante.
12340277	vec	Vojo cuxinar par vualtri.
12340289	vec	Eła ła amava cuel che ła jera drìo far.
12340290	vec	Cuesto el xe un pése vérdo.
12340300	vec	El Tom el xe pérgo e ło xe senpre stà.
12340302	vec	Ło podemo jutar deso.
12340305	vec	No ło go mostrà a'l Tom.
12340312	vec	No ghe go fato mìa tante dimande.
12340314	vec	No so mìa parche el mé amigo el vołe che spetemo.
12340315	vec	No so mìa parche ła mé amigo ła vołe che spetemo.
12340677	vec	Cuesto el xe el mé cuxin.
12340682	vec	Cuesta ła xe ła mé cuxina.
12340692	vec	Xełi tuti gałivi?
12340699	vec	El Tom el gà perso el só schèi a'l casino.
12340702	vec	El Tom el manja tanto.
12340712	vec	Sami ła gà capìo.
12340728	vec	Ła xe na bacheta màxega.
12340742	vec	El Tom savéa che mi jero straco.
12340743	vec	El Tom savéa che mi jero straca.
12340775	vec	Par favor, dime come vago a'l aeroporto.
12340796	vec	El Tom el se gà inamorà de Venèçia.
12340813	vec	Si. Graçie.
12340821	vec	El Tom no'l parla mai sóra i só sentimenti.
12340864	vec	El xe inportante che te inpari na łengoa foresta.
12340876	vec	Gàłi cronpà pan?
12340877	vec	Gàłe cronpà pan?
12340882	vec	El Tom el jera brao.
12340894	vec	No ghe xe mìa pì çùcaro.
12340899	vec	Ła xe svéja.
12341015	vec	No son mìa un tóxo. Son na tóxa.
12341030	vec	El pare de'l Tom el se ciama Jean.
12341117	vec	Un got de vin, par favor!
12341137	vec	Gò tuto.
12341166	vec	No manjo mìa pése.
12341230	vec	Te sì na sarpente!
12341797	vec	El Tom el ndrà a Boston dimàn.
12341804	vec	Te ghè na notificaçión.
12341834	vec	"De che naçionałità łe jera łe só sorełe?" "Łètona."
12341842	vec	No xe mìa stà fàçiłe par nualtri catar caxa soa.
12341865	vec	Ghemo caminà a caxa insieme soto ła piova.
12341978	vec	Son na profesoresa.
12341982	vec	El par straco.
12343723	vec	Vista de ła Łuna, ła Tera ła par na bała.
12343778	vec	El too el jera mejo.
12343799	vec	I oxełi fora i xe drìo cantar.
12343802	vec	El Tom el gà dito che'l vurìa saver parche ła Mary ła gavea bixonjo de far cuesto.
12343807	vec	Se mi gavese schèi, cronparìa sto ordenadór.
12343842	vec	Benón. Cosa gaverìsimo da cantar?
12347388	vec	No łe gà mìa dito na paroła.
12347395	vec	Creo che'l sipia cuel che gò da far.
12350370	vec	L'arxento no'l costa mìa tanto come l'oro.
12350374	vec	Te połi manjar tuto cuel che te vołi.
12355845	vec	Cuesto no'l canbiarà mai.
12355852	vec	Ła Marìa ła no capise njente l'inglexe.
12355859	vec	Conoso el portoghexe, el inglexe e el ruso.
12362990	vec	Ła Sami ła gà finio de parlar co ła só viçina.
12363008	vec	Te sì na pavétoła strabeła.
12363016	vec	El me łaoro el paga ben, parò el xe veraménte sufìstico.
12363022	vec	Podo spetar.
12363037	vec	Łu el realménte gà da ndar caxa.
12363038	vec	Eło el realménte gà da ndar caxa.
12363050	vec	Ndóe xeło el marcà?
12363069	vec	No gò mai conjosùo el só nome vero.
12363070	vec	No gò mai conjosesto el só nome vero.
12363091	vec	Sti gati i xe drìo manjar tanto pése.
12363137	vec	El itałian el xe na łengua difìçiłe.
12378107	vec	Ndóe vivéało el Tom?
12378108	vec	Ndóe vivévało el Tom?
12378974	vec	El mé xardìn el xe pìcoło.
12378975	vec	El mé xardìn el xe ceo.
12378983	vec	I schei i justa tuto.
12378999	vec	Xà ghe go dito tuto.
12379094	vec	Ma el cafè no'l xe mìa bon.
12379108	vec	El Tom el ga dito che'l vurìa vołéa ła Marìa vinçer.
12379109	vec	El Tom el ga dito che łu el vołéa védar ła Marìa vinçer.
12379113	vec	El Tom el ga dito che eło el vołéa védar ła Marìa vinçer.
12379126	vec	"De che naçionałità łe xe łe tó mari?" "Mesicana"
12379130	vec	Vołito bévar un got de vin?
12379213	vec	Son drìo deventar pìcoła!
12379228	vec	No podo mìa fermar. I freni...
12379243	vec	Łu el xe tornà da novo.
12379244	vec	Eło el xe tornà da novo.
12379245	vec	El xe tornà da novo.
12386799	vec	Łu el me ga insenjà a nodar.
12386801	vec	Eło el me ga insenjà a nodar.
12386802	vec	El me ga insenjà a nodar.
12386812	vec	Onji ano me cato in un łogo difarente.
12386832	vec	Łora parché gheto dito a'l Tom de farlo?
12398540	vec	Te studiavi.
12398541	vec	Te studiai.
12398544	vec	Gò scrito miłe fraxi!
12432744	vec	El mé can el gà łe çate grandi.
12432748	vec	Ła xe ndà fora da'l restorante.
12432750	vec	Eła ła xe ndà fora da'l restorante.
12432758	vec	Ła Layla ła jera cusì beła rénto e fora.
